-1,1,-3,-4,-3,-8,-4,-3,0
-2,0,1,1,1,2,0,-1,0
-2,1,-1,0,2,1,0,1,0
-1,0,0,-3,-2,-1,-2,-1,0
-2,-2,0,1,-1,1,2,1,0
-2,-2,-1,-1,-1,-3,-1,-2,0
0,0,-1,-1,-1,-2,-1,0,0
0,-1,-1,0,-2,-1,1,1,0
-2,-1,0,1,-3,2,2,-1,0
-1,1,0,3,0,2,1,1,0
-3,0,-1,1,0,0,2,1,0
-1,0,0,0,-1,-3,-2,-2,0
1,-2,-1,-1,1,1,1,1,0
-1,-2,-1,0,-1,1,-1,-2,0
-1,0,-2,-2,-2,-4,-2,-2,0
-2,-1,-3,-1,0,-2,0,1,0
-2,-2,-2,-3,0,2,-3,-2,0
-1,1,-1,-2,-2,1,0,0,0
-1,-2,-2,-2,1,2,1,-2,0
-1,-1,0,-3,-2,-4,0,0,0
-1,-1,-2,-2,-1,-5,-3,-2,0
1,0,-1,-1,-3,-3,0,1,0
-1,-1,0,1,-1,-1,-1,-2,0
1,1,0,1,0,1,0,0,0
-1,-2,-2,-1,-1,0,-1,-1,0
-1,-1,-1,-3,-2,-4,0,0,0
0,-1,0,0,-1,-2,-1,1,0
-1,-1,-1,1,-1,1,1,-2,0
-1,1,0,-2,1,1,1,-2,0
-1,-1,-1,-1,-1,-2,-2,-1,0
-1,-2,-2,-2,-2,1,1,0,0
-1,1,1,0,-1,3,1,-1,0
-1,-1,-1,0,-2,-2,0,0,0
-1,-1,-1,-1,-1,-2,-3,-3,0
-1,-2,-1,-2,-2,-1,-2,-2,0
0,-1,-3,-3,-2,0,-4,-3,0
1,0,1,-1,0,-1,2,1,0
-1,-1,0,-1,-2,-2,-3,-1,0
0,0,0,0,1,-2,0,-1,0
-1,-2,-1,0,-4,-4,-1,-2,0
-2,-3,-1,0,0,2,-1,-1,0
0,-1,-1,-2,-4,2,3,1,0
-1,0,0,-3,-2,3,-1,-1,0
-1,-1,0,-2,-1,0,-1,0,0
1,1,1,-1,-2,-2,-1,-1,0
-1,-2,-2,0,0,5,-1,-1,0
2,-2,0,2,-1,-7,-2,-1,0
-1,-2,-2,-3,-1,-1,0,-1,0
-2,-2,-3,0,0,-4,-5,-2,0
-1,1,-1,0,0,0,2,-1,0
-2,0,1,-2,0,-1,1,1,0
0,-2,-1,-1,-2,0,-1,0,0
-2,0,0,0,-1,0,-1,-3,0
0,0,-1,-1,0,-5,-1,-2,0
-3,0,-1,1,1,-2,-1,-2,0
-1,-1,-2,2,3,0,1,-1,0
1,-1,-1,-2,-2,0,-2,2,0
-1,-2,0,1,-1,2,-1,-1,0
-2,-1,-1,-2,0,1,-2,-2,0
-1,-1,-2,-2,-1,-3,0,-1,0
0,-1,0,-3,-3,-4,-2,-1,0
-3,-1,1,-2,-2,-1,3,-1,0
0,-1,-1,-2,0,1,0,-1,0
-2,0,0,0,-1,0,0,0,0
0,-1,-1,-1,-1,2,0,0,0
-1,-2,-1,-1,-2,-1,0,-1,0
-2,-2,-1,0,-2,-3,-3,0,0
-2,-3,-2,-4,-5,-2,-4,-3,0
-2,-1,-1,-1,-1,3,1,-1,0
-2,-1,-3,-4,0,-3,-1,0,0
-1,0,0,1,0,0,2,-2,0
-1,0,-1,0,-2,2,-2,0,0
-1,1,-1,1,-1,1,0,-2,0
-1,-2,-2,0,0,2,-1,-2,0
0,-2,-1,-3,-1,-3,-2,1,0
0,-1,1,1,-1,-3,2,0,0
-1,-1,-1,0,-1,-1,0,-2,0
-2,0,-1,-2,-2,-4,-7,1,0
0,0,-1,-1,-1,3,1,0,0
-1,0,-1,0,-1,-1,1,-2,0
0,0,-1,-2,-2,-2,-1,0,0
0,-1,-2,-2,-1,-4,-1,-2,0
-1,-2,-3,-1,-1,0,-1,-1,0
0,-2,-1,-2,0,-3,-3,0,0
0,-1,0,-1,-1,-2,2,-1,0
-1,1,1,-2,0,-1,-2,0,0
-1,-1,-2,-2,-4,-5,-6,-3,0
0,1,0,0,0,1,-1,-2,0
-1,0,-1,1,1,1,-1,2,0
0,-3,1,0,-1,-2,-2,0,0
1,-1,1,0,2,0,1,2,0
-1,-3,-1,-1,-1,0,-1,-1,0
0,-1,-1,0,0,-2,0,-1,0
-1,-2,-2,-2,-1,-1,0,-1,0
-1,0,0,1,2,3,1,-1,0
0,0,-1,-2,-1,0,0,0,0
-1,0,1,1,-3,-1,0,-1,0
1,-1,0,0,-3,-4,-4,-2,0
-1,0,-2,0,-4,-2,-3,-1,0
-1,-1,-3,-1,1,0,-3,-2,0
-1,-3,-1,-1,0,0,-3,-1,0
-1,0,0,-1,0,-3,1,0,0
0,-1,-1,-3,-4,-5,-4,-2,0
-1,1,-1,-4,0,1,1,0,0
0,2,-1,-2,0,1,-1,-1,0
0,0,0,0,-1,-3,-3,-2,0
1,-1,-2,-1,1,3,2,-1,0
-1,-1,0,1,-1,-1,-1,1,0
0,0,0,-1,0,-2,-1,-2,0
-1,-2,1,1,1,4,-1,-2,0
0,-2,0,-1,-2,0,2,-1,0
1,-2,-1,0,0,-2,-2,-1,0
-1,-1,0,-1,0,1,0,-1,0
0,1,-2,-1,-1,1,0,1,0
1,-1,0,0,0,-3,0,0,0
-2,0,0,-2,-5,-7,-5,-3,0
0,-1,0,-1,-2,3,4,1,0
0,0,-2,0,0,2,0,-2,0
-2,-3,-3,-1,0,-3,0,-1,0
1,1,0,0,-1,1,0,0,0
-1,-2,-3,-2,-3,-4,-5,-2,0
-2,-1,-1,-3,0,1,1,0,0
-1,1,0,-2,-1,-1,0,1,0
1,0,-1,-1,-2,-6,0,1,0
-1,-1,-2,-2,-4,-8,-4,-1,0
3,-2,0,-1,0,1,2,-1,0
-1,1,-1,1,-1,-1,-1,-2,0
-1,-1,-1,0,-1,0,-1,0,0
0,-1,-1,1,2,-1,1,-1,0
-1,-1,0,-1,1,-2,2,0,0
-2,-1,1,-3,-2,-4,-3,0,0
0,0,-1,0,-1,2,0,-3,0
-1,0,-1,0,-1,2,-2,-2,0
-2,-1,-1,1,-2,-1,-1,-1,0
-2,0,-2,-1,0,3,-1,-3,0
-1,-1,0,0,0,4,0,-1,0
-1,-2,-1,0,0,-1,0,-1,0
0,-1,0,1,0,3,2,-2,0
-1,-1,-4,-2,-1,1,-1,-2,0
-1,-1,-2,-4,-2,-1,-4,-2,0
-1,-2,-3,-3,-1,7,2,0,0
-3,-2,-1,0,0,-1,-2,-2,0
0,1,0,-1,1,-2,-3,-1,0
-1,0,1,1,0,-2,-2,0,0
0,-1,0,-3,-2,-5,-3,-2,0
1,-1,-1,-1,-2,0,0,-1,0
0,-1,1,-2,-1,2,1,0,0
-1,-1,-1,-1,-2,-3,-3,-2,0
-2,-2,-3,-3,-2,-2,11,-2,0
-1,-1,-1,-1,0,1,5,-1,0
0,0,1,2,-1,-1,3,-1,0
0,-1,0,1,-1,0,-1,1,0
-1,2,0,1,0,0,-4,0,0
-2,-1,-2,-2,0,-3,-5,-2,0
-1,-2,-3,-1,0,-2,-4,1,0
0,-1,1,3,1,3,-2,-3,0
-1,0,-2,0,3,1,-4,-1,0
0,-1,-1,-1,-1,-2,-2,-1,0
0,-1,-1,-2,-1,1,-1,0,0
0,-1,-1,-3,-3,-5,-2,-2,0
-2,-1,-2,-1,0,4,-1,-3,0
0,-2,0,1,-1,0,-3,0,0
-2,-1,-1,0,-2,1,-1,0,0
-2,-1,-3,-1,-2,-3,-3,-2,0
0,0,-1,-2,-1,-2,-4,0,0
-1,1,-2,-2,0,-3,-3,-1,0
-3,-2,-2,-3,-2,-4,-5,-2,0
0,-2,-1,-2,-2,0,6,-1,0
0,-1,0,0,0,-3,3,0,0
-2,-1,0,0,0,1,1,0,0
0,-2,1,-2,-3,-4,-2,0,0
-4,-1,-1,-2,-1,-2,-2,0,0
-2,-2,-2,-3,-3,-5,-4,-1,0
-1,-1,0,-1,0,-1,-1,0,0
1,1,-2,0,-2,-2,1,-2,0
-1,-1,0,-2,0,-1,1,-2,0
-1,1,-1,1,0,0,-1,0,0
-1,-1,-2,-2,-2,-3,-2,-3,0
-2,-1,-3,-1,2,-1,0,-1,0
-1,0,1,0,0,6,6,0,0
0,0,1,1,2,-3,-1,-1,0
-1,-1,-1,0,-2,-2,-3,0,0
-1,-2,-3,-2,-2,-1,0,-2,0
-2,-2,-2,-5,-5,-6,-8,-4,0
-1,-2,-2,-3,-4,1,-1,-2,0
-1,-1,-1,-2,-1,-1,1,0,0
-1,-2,1,2,1,1,-1,1,0
-1,-1,-1,2,1,0,0,0,0
0,-1,-1,1,-2,-1,-1,-1,0
0,-1,-1,-1,0,0,-5,0,0
-2,-2,-2,-5,-1,2,-2,-2,0
2,0,0,-1,-1,-2,1,-1,0
-2,-1,-1,-1,-1,1,1,-1,0
-1,1,-1,-1,-1,-1,2,0,0
-1,0,0,0,-1,-1,-2,0,0
-1,0,0,-3,-2,1,-2,-2,0
0,-1,0,1,1,1,1,0,0
0,-1,-1,-1,0,-1,-1,-3,0
1,-1,1,0,-2,0,2,-1,0
1,-1,-1,-1,-1,0,0,-1,0
1,0,1,0,1,-2,-4,-1,0
-2,0,-2,-3,-3,0,0,-1,0
-2,-2,0,0,-1,-2,0,1,0
-1,-3,-3,0,-1,-1,1,0,0
-1,0,0,-1,-2,-1,-3,0,0
-1,0,1,1,1,1,0,0,0
-1,1,-1,-1,-1,0,0,-3,0
-1,1,-1,2,0,-4,0,0,0
-1,0,0,-1,-1,-3,0,-1,0
0,-2,-1,-2,-1,-2,0,-6,0
1,0,-1,0,0,0,1,-7,0
0,1,0,-3,0,0,-2,-10,0
1,-1,0,0,2,0,2,-10,0
0,-1,-1,-1,-1,-2,1,-7,0
-1,-1,-1,-1,-3,-5,-2,-1,0
0,0,2,4,-1,-4,3,4,0
-3,-2,-3,0,0,2,0,2,0
-2,-2,-2,1,-1,-2,-1,2,0
0,0,-1,-1,1,0,-3,4,0
-2,1,-3,-2,-2,-1,-2,4,0
-1,-1,0,0,3,3,0,6,0
1,-1,-1,-2,-2,-1,-2,4,0
-1,-1,-2,0,-1,-1,-2,3,0
-2,-2,0,-1,0,2,-2,2,0
-1,-2,-1,-1,-1,-2,-1,1,0
0,-1,-1,-2,-3,1,-1,0,0
0,-1,-1,0,-3,-3,0,0,0
-1,-2,-2,-2,-2,1,-2,-1,0
-1,0,0,0,-1,-2,-1,0,0
0,-1,0,-2,1,-2,-1,1,0
0,0,-1,0,-1,-1,1,-1,0
1,1,0,1,0,-1,1,-1,0
1,-2,-2,-3,-3,-4,-1,-1,0
0,0,0,1,0,1,-1,2,0
-1,-3,-2,-2,-1,-3,-2,0,0
-1,-2,0,-1,0,2,-1,0,0
-1,-2,0,-2,-2,-2,-2,-2,0
-2,-3,-2,0,-2,-1,-1,-4,0
0,0,0,0,-1,-1,-1,-1,0
-1,-2,-2,-2,-2,-1,-1,-3,0
-1,0,0,-1,-3,-1,-1,0,0
-2,0,0,-1,-1,-1,1,2,0
-1,0,-1,-2,1,0,1,2,0
0,-1,-2,-1,-1,-3,-3,-1,0
-1,-1,-2,0,1,0,-1,-1,0
0,0,1,0,-1,-3,-4,0,0
-2,-1,0,2,0,1,0,-2,0
-1,0,-1,-1,1,4,3,-1,0
-2,-2,-2,-2,-3,0,0,-1,0
0,-1,-2,0,1,0,1,-2,0
0,-1,-1,0,0,1,-1,-1,0
-2,-1,-1,-2,-2,0,-2,-1,0
-2,1,-1,-4,-1,1,-2,-3,0
-1,-1,-2,-3,0,2,1,-2,0
-1,-2,-2,-1,-3,0,-1,-2,0
1,-1,1,1,0,-1,-1,-1,0
1,0,0,-1,0,-1,-2,-1,0
-2,-1,-1,0,1,-1,-1,0,0
-1,-1,-1,-3,-3,-1,-2,-2,0
1,-1,-3,-1,-4,-2,-1,-2,0
-1,-1,-1,-2,-3,-3,-2,-1,0
-1,-1,-1,1,-1,-4,0,-1,0
-1,-1,-2,-2,-2,-1,0,-1,0
-1,-2,-1,-1,0,-2,-1,-2,0
-1,-1,-1,1,-1,-2,0,-2,0
-1,-2,-1,-2,0,-2,-2,0,0
-2,-3,-2,-1,-1,-1,-3,1,0
0,0,-1,1,0,1,-1,-1,0
-2,-3,-5,-2,-2,1,0,-1,0
0,-1,0,0,-2,1,1,-1,0
0,-1,0,0,0,3,1,1,0
-1,0,-2,-1,1,0,1,0,0
-1,-1,-1,-1,-1,-3,-1,-1,0
-1,0,-2,1,1,0,-2,0,0
0,0,1,-2,0,0,-2,-1,0
0,0,0,-2,-2,-1,1,-1,0
0,-2,-1,1,-1,-1,0,0,0
-1,-2,-2,-2,-3,-5,-4,0,0
0,-1,1,1,-1,-2,-1,-1,0
-1,-2,-2,-1,1,1,0,-2,0
0,0,0,1,1,0,0,0,0
1,-1,0,-1,-1,-4,-1,-1,0
-1,-1,-1,0,-2,1,3,-2,0
-3,-1,0,0,0,-4,-3,-2,0
-2,-1,0,0,-1,-5,-5,-1,0
0,-2,-1,-1,1,0,1,-1,0
0,0,-1,-1,-3,-3,0,0,0
-2,-1,0,-1,-3,-3,-1,-2,0
-1,0,0,1,0,5,1,-1,0
-3,-1,-1,-2,-2,2,-1,-2,0
-1,1,-2,0,1,-1,-1,-1,0
-1,1,0,0,-1,-3,-3,0,0
-1,-1,-1,-1,-3,0,-1,-2,0
1,2,0,0,-2,6,3,0,0
-3,-2,-1,-2,-1,1,1,-1,0
-1,-2,-1,-1,-1,2,-1,-2,0
0,-2,0,-2,4,4,1,-2,0
0,1,1,0,2,2,2,2,0
-1,-2,-1,-1,-1,-1,-2,0,0
1,-1,-1,-3,-2,-2,-2,-1,0
0,0,0,1,-1,-3,0,0,0
-2,-3,-1,-1,-2,-5,-3,-1,0
0,1,0,2,-1,-2,0,0,0
-1,-1,-2,-1,0,0,-1,-2,0
-2,0,-2,-2,-2,-3,1,0,0
-2,-2,-5,-5,-5,-2,-2,0,0
-1,0,-1,1,-1,-5,1,1,0
-1,-1,-1,-1,0,-3,0,0,0
-1,-1,-1,-1,0,-1,-5,0,0
1,-2,0,1,-2,2,-2,0,0
0,-1,-1,-1,-1,-2,-1,-2,0
-2,-2,-2,-1,-3,3,-1,-3,0
0,-1,-1,-3,-1,-1,1,0,0
0,-1,-2,-2,-2,-2,0,-3,0
-3,-1,2,0,-2,0,-1,-1,0
-1,0,0,1,-2,0,3,0,0
-2,-2,-3,-2,-2,-4,-1,-1,0
-2,-1,-2,0,0,-1,-1,-2,0
0,-1,-1,-2,-2,-6,-3,-2,0
-2,-1,-1,0,2,1,-1,0,0
0,-3,-1,0,0,-2,-3,0,0
-1,-1,0,1,0,0,-1,-1,0
0,0,-2,-3,-2,-2,-3,0,0
-1,-2,0,-3,-3,-6,-4,0,0
0,0,1,2,-3,1,2,-1,0
0,-2,-1,-1,1,-1,0,0,0
0,-1,-1,-1,2,0,-1,-1,0
-1,0,-2,-2,-1,-5,-4,0,0
0,-1,-1,0,-2,6,1,-1,0
-1,-1,1,-1,-2,-4,-4,0,0
-2,-3,-1,-4,-3,5,-1,-2,0
0,-2,-2,-3,-1,3,-2,1,0
-1,0,0,1,-1,-6,-4,-1,0
-1,0,-2,-1,-1,-2,0,0,0
-2,1,0,-2,-2,-2,0,-1,0
-1,0,-1,1,0,-1,1,0,0
0,1,0,1,0,-1,-2,0,0
-2,-1,-1,1,2,-2,-1,-1,0
-1,0,-1,0,-1,-2,-2,-1,0
1,-1,0,-1,-1,-3,0,-1,0
-2,-1,-1,-4,-1,-6,-2,-2,0
-1,-1,0,-1,0,0,0,-2,0
-2,-2,-2,0,-1,-2,-1,-2,0
-2,-1,0,-1,-1,2,0,-3,0
0,-1,-2,-1,0,-1,-1,0,0
0,0,-2,-1,2,0,2,-2,0
0,-2,-1,-2,-2,3,-1,0,0
-1,-2,-2,0,-4,-1,0,-2,0
-1,-2,1,-2,0,-2,-2,-2,0
-1,-1,0,0,1,2,-1,1,0
1,-1,0,0,-1,-5,1,-1,0
-1,-1,-1,2,0,-1,0,-2,0
-1,1,-1,-1,-2,-1,-1,0,0
0,1,-1,-2,-2,-2,-3,0,0
-1,-2,-1,-1,1,0,-3,-1,0
-1,0,-1,0,-3,-2,-3,-2,0
-2,-1,-3,-2,-1,2,0,-2,0
-1,-1,-1,1,-3,-5,-1,0,0
-3,-2,-3,-2,-3,1,0,-2,0
-1,0,1,0,-1,-4,-2,-2,0
0,0,-2,-1,1,1,1,1,0
-1,-2,-1,1,1,4,2,0,0
0,1,0,-2,1,3,1,1,0
0,-1,-1,-2,1,1,1,1,0
-2,-2,-1,1,2,5,2,-1,0
-1,-1,1,-1,0,2,-2,1,0
-1,-1,-2,-1,-2,-2,-3,-2,0
1,-1,1,-2,0,-1,-1,-1,0
-1,0,-1,-1,-1,-3,-2,0,0
-2,0,-3,-1,-3,2,-1,-2,0
0,0,-1,0,-2,-1,-1,0,0
0,0,1,1,1,3,1,1,0
1,-1,-1,0,-1,-2,0,-1,0
-1,0,-1,-1,-1,-4,-2,-2,0
1,0,0,-1,0,-2,1,-1,0
-2,-3,-2,-2,-2,0,-2,-1,0
-1,0,1,-2,-3,-4,-1,0,0
-1,-1,-3,0,1,0,1,1,0
-1,-1,-1,-1,-2,-1,1,-1,0
-1,1,-2,-2,-3,0,-1,-3,0
0,0,0,1,0,1,-2,-1,0
0,-1,1,-1,-1,3,1,-1,0
-1,0,0,0,-1,-1,-1,0,0
0,-2,-1,0,0,-5,1,1,0
-2,0,-1,-3,1,2,1,2,0
-1,0,-1,0,-2,-2,-2,-2,0
-1,-1,0,0,-2,0,-2,0,0
-1,-1,-1,-1,-1,-2,-1,-1,0
-1,-2,1,-1,0,-3,-2,-1,0
-1,-1,-1,-4,-2,-3,-1,0,0
0,0,-1,0,-2,-2,1,0,0
-2,-3,-3,-5,-2,0,0,-1,0
-1,-1,-1,0,-2,-2,-1,-2,0
-1,-1,-1,0,0,-1,0,0,0
-1,1,0,2,1,-2,0,0,0
1,1,-1,-1,-2,-1,0,0,0
0,-2,-2,0,-3,-6,-3,-1,0
-1,-2,-2,-1,0,-4,-1,-1,0
1,-2,-1,-2,-1,0,-2,-2,0
0,1,-2,-1,0,-2,-1,-1,0
0,-2,-1,-3,-2,-2,-1,-3,0
1,1,-1,-1,-3,-5,-3,0,0
-1,-1,-2,-2,1,0,0,0,0
-3,0,1,1,-1,0,0,0,0
-2,0,0,-1,-3,-1,0,-2,0
-2,-2,0,-4,-2,-3,-4,-3,0
-1,-1,0,1,2,6,3,0,0
-1,-2,-2,-2,0,1,-3,0,0
-1,0,-2,0,2,1,-1,1,0
0,-1,-1,-1,-2,-3,-1,0,0
-1,-1,-1,-1,-3,1,-2,-1,0
-1,0,-2,-2,1,-1,-1,-1,0
-1,-1,-2,-3,-1,-1,-5,-3,0
-1,-1,-1,0,0,-1,0,-1,0
-1,-1,-3,-1,-2,0,-3,-2,0
0,-1,-1,-1,-2,0,-2,-1,0
0,-1,-2,-3,0,1,-1,-1,0
-2,1,0,-1,-1,1,1,-1,0
-1,-2,0,-3,-1,-3,0,-1,0
-1,-1,-1,0,-3,-1,-2,-1,0
-1,-1,-1,1,0,-1,-1,0,0
0,0,1,1,4,-2,-2,1,0
0,0,-1,-2,-2,-4,-1,0,0
0,-1,-1,0,-1,-1,-1,-1,0
-1,-2,-3,-2,-4,0,1,0,0
0,-3,-1,-1,-3,-4,-4,-3,0
-1,-1,0,0,0,2,-1,-1,0
-1,-2,-2,-2,-3,3,-3,-1,0
-2,-1,0,0,1,2,0,-1,0
1,-1,0,-1,1,-2,0,-1,0
0,-1,0,1,-2,1,2,2,0
-1,-2,-1,-1,-1,2,1,-1,0
-2,-2,0,-1,-1,1,-1,-1,0
-2,0,1,1,1,1,0,-1,0
-1,0,-1,-1,0,0,-1,-1,0
0,-2,-2,-2,-1,-1,-1,0,0
-2,-2,0,0,-2,-3,-1,2,0
-2,-1,-3,-2,-2,1,-1,-2,0
0,-1,-2,-1,-2,-2,1,-1,0
0,0,0,1,0,0,2,-1,0
1,1,-1,0,0,-3,-3,-1,0
-2,-2,0,1,-2,-1,-1,-2,0
0,0,1,0,0,-2,-3,2,0
-2,0,-1,0,-1,3,2,-1,0
-1,-1,-3,-3,-1,-1,-3,-1,0
0,0,-2,1,-1,0,-2,-1,0
0,0,-1,-1,1,-1,-3,-3,0
-3,-2,-2,-2,0,-2,-2,0,0
0,-1,0,0,0,-1,-2,-2,0
-1,-3,-1,-3,0,0,0,-1,0
-2,-2,0,0,1,2,-1,-2,0
0,-1,-2,-2,0,0,-2,-1,0
0,0,-1,-1,-1,-2,0,-1,0
0,-3,-3,0,0,-4,-3,0,0
0,-1,0,-1,0,2,1,0,0
-1,-2,0,-1,0,-1,-1,-1,0
-2,-1,-3,-3,-2,-5,-1,-2,0
0,0,-2,-3,-4,-2,1,1,0
-1,0,-2,-3,-1,-1,0,-2,0
0,0,2,4,0,2,0,0,0
0,-2,0,-1,-3,-4,-2,-1,0
-2,-1,0,0,0,-2,0,-2,0
-1,-1,-2,-1,-1,1,0,2,0
1,1,-1,-2,-5,-6,0,0,0
-2,-1,-1,-1,0,-1,-3,-2,0
-1,1,-1,1,0,0,1,0,0
-2,-1,-3,-3,-1,-4,-1,-1,0
-1,0,-2,0,-1,-3,-2,0,0
-1,-1,-1,1,-2,3,0,0,0
-1,0,1,-1,0,-2,-3,-2,0
1,-1,0,0,-1,-4,-4,0,0
-2,-1,-1,0,2,3,-1,0,0
-1,-1,0,-1,0,0,0,-1,0
1,-1,0,0,-1,1,0,-2,0
-1,-1,0,-1,-1,-1,-1,-2,0
1,0,1,0,0,0,-2,-1,0
-2,-1,-3,1,1,6,2,-1,0
-1,-3,0,0,0,3,-1,-1,0
0,-1,0,1,-3,0,1,-1,0
-2,0,-1,-1,-1,1,-1,-1,0
-2,-1,0,-2,-2,0,-4,-2,0
0,1,0,-2,0,-2,-2,-2,0
-3,-1,-2,-2,-2,-2,-1,0,0
-2,-1,-1,-2,-1,-2,1,0,0
0,-1,-1,-3,-1,-1,-1,-1,0
-2,-1,-2,1,-1,-3,-1,-1,0
0,-2,-1,0,-2,-2,0,-1,0
-1,-2,-2,-3,-2,-5,-3,-2,0
1,1,1,4,-1,-1,1,0,0
1,0,-1,-1,-2,-1,0,-1,0
0,1,0,-1,1,0,-2,0,0
-2,-2,0,1,-1,0,0,-3,0
-1,-2,-1,-2,-3,-1,-1,-2,0
1,-1,-1,0,0,-4,-1,1,0
-1,-1,-1,0,-1,0,2,-1,0
0,-2,-2,-1,-2,2,1,0,0
-2,0,-1,-1,-1,-2,1,-1,0
-3,-1,0,-2,-4,-5,-2,0,0
-2,-3,-5,-7,-4,-1,-5,-4,0
0,0,0,-3,0,2,1,0,0
-2,-1,-1,-1,-2,-1,1,-2,0
-2,-3,-2,0,-1,-1,0,1,0
0,-1,0,0,0,-3,-4,-1,0
-2,-1,-2,0,-1,-1,-1,-2,0
1,-3,-2,-1,-2,1,-1,-1,0
-1,1,-1,1,0,-4,-2,-1,0
-1,0,-1,0,-3,-1,0,-3,0
-1,-1,1,0,-1,-1,1,1,0
-2,0,1,0,2,-4,-1,1,0
0,-3,-1,0,-1,2,0,-1,0
-2,-1,-2,-1,-1,-3,0,1,0
1,0,-2,1,0,-3,-1,-1,0
1,-1,-1,0,-2,-1,-2,0,0
-1,0,-1,-1,0,10,3,0,0
0,0,1,0,2,1,2,-1,0
-3,-2,-1,-1,0,-1,-3,0,0
-2,-1,-1,-2,-2,3,1,1,0
-2,-1,-1,-2,-2,-4,-2,-2,0
1,1,1,2,1,-1,0,1,0
-1,-1,-1,0,-2,-3,-2,-1,0
2,0,-1,-3,0,-3,1,0,0
-2,-1,-2,-2,-1,-3,-3,-1,0
-1,-2,-1,0,-1,0,1,0,0
0,-1,0,-1,1,-1,-2,-3,0
-1,-1,1,-1,-3,-3,-3,-2,0
0,-1,-1,-2,-2,0,0,0,0
-1,-3,-1,1,1,1,-2,1,0
-1,-1,-1,-3,-1,-2,1,-1,0
-1,-1,-2,-1,1,1,2,0,0
-1,-2,-1,-2,-1,-1,1,0,0
0,-2,0,-3,1,3,0,-1,0
0,-3,-3,-1,-1,1,-2,-1,0
-1,1,-1,-2,1,-4,-4,-1,0
-1,0,-1,0,-2,0,-1,-3,0
-1,-1,0,1,-4,-3,-1,-1,0
0,0,0,-1,-4,-2,0,-2,0
-1,-1,1,0,-3,-4,-2,0,0
-1,-1,-1,-2,-1,-3,-2,1,0
-1,0,0,0,1,5,0,-2,0
-2,-1,-2,0,-2,-2,1,1,0
-1,-2,-2,-4,-3,-3,-2,-1,0
-2,-2,0,1,1,-1,-1,-1,0
-1,-2,1,-1,-3,-3,-1,-1,0
0,0,0,-1,0,-2,0,0,0
-2,-1,-1,2,0,1,1,0,0
-2,-1,0,0,-1,-2,-3,-1,0
0,0,0,-2,0,-2,-1,-1,0
0,-2,-1,1,-1,-4,-1,-1,0
1,-1,-2,-1,-1,2,0,-1,0
0,-1,-2,1,-1,0,-3,-1,0
-1,-1,-2,1,1,-2,-1,0,0
-2,-2,-3,-2,-2,-1,-2,-1,0
-1,0,-2,-3,-2,-1,-3,-3,0
0,0,-1,0,-1,-4,0,-1,0
-1,-2,-3,-1,-3,0,1,-1,0
0,-2,1,0,0,3,-2,-2,0
-1,-1,-2,0,0,6,-2,1,0
-2,-2,-3,-2,0,4,-2,0,0
